year,group,age,rate
2018,Male: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,19.4
1999,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.8
2000,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.8
2001,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.6
2002,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.5
2003,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,8.9
2004,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,10.0
2005,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.3
2006,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.6
2007,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.1
2008,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.9
2009,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.8
2010,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.8
2011,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.8
2012,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.9
2013,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,10.1
2014,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,9.8
2015,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,10.0
2016,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,10.0
2017,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,10.6
2018,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,11.5
1999,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,12.6
2000,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,11.8
2001,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,11.4
2002,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,11.5
2003,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,9.3
2004,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,11.6
2005,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,10.0
2006,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,10.3
2007,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,8.6
2008,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,10.9
2009,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,9.8
2010,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,8.4
2011,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,9.3
2012,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,10.0
2013,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,8.6
2014,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,8.9
2015,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,8.8
2016,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,8.9
2017,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,8.8
2018,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,8.8
1985,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,13.8
1986,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,14.3
1987,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,14.2
1988,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,14.1
1989,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,15.6
1990,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,14.7
1991,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,14.9
1992,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,15.4
1993,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,16.9
1994,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,16.8
1995,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,16.0
1996,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,14.5
1997,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,13.1
1998,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,11.4
1999,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,9.9
2000,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,10.9
2001,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,9.3
2002,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,10.2
2003,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,10.8
2004,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,12.2
2005,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,11.3
2006,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,10.7
2007,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,10.4
2008,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,9.5
2009,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,10.7
2010,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,10.7
2011,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,10.7
2012,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,11.5
2013,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,10.1
2014,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,11.6
2015,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,12.8
2016,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,13.5
2017,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,15.6
2018,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,16.2
1985,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,14.8
1986,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,14.7
1987,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,14.6
1988,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,14.5
1989,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,16.8
1990,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,16.2
1991,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,15.8
1992,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,14.9
1993,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,15.9
1994,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,16.0
1995,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,14.5
1996,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,13.9
1997,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,13.0
1998,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.4
1999,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.3
2000,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.2
2001,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.9
2002,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.5
2003,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.3
2004,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.6
2005,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.8
2006,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.5
2007,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,12.5
2008,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.2
2009,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.4
2010,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.2
2011,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.7
2012,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.4
2013,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,11.5
2014,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,12.6
2015,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,12.2
2016,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,14.6
2017,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,14.8
2018,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,15.8
1985,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.3
1986,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,13.3
1987,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.5
1988,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.7
1989,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,17.5
1990,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,16.1
1991,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,17.2
1992,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,15.9
1993,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,13.9
1994,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,13.6
1995,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,14.2
1996,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,13.6
1997,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,11.8
1998,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,11.5
1999,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,11.8
2000,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.0
2001,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,11.5
2002,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.1
2003,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.1
2004,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,11.8
2005,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,10.8
2006,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,10.4
2007,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,13.1
2008,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,11.6
2009,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.6
2010,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.9
2011,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,11.6
2012,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.0
2013,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,11.4
2014,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.4
2015,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,11.4
2016,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.7
2017,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,12.6
2018,Male: Hispanic or Latino: All races: 45-64 years,45-64 years,14.0
1985,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,14.7
1986,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,20.6
1987,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,20.9
1988,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,20.9
1989,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,28.5
1990,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,23.4
1991,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,23.6
1992,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,22.5
1993,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,23.1
1994,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,18.6
1995,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,21.0
1996,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,19.2
1997,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,19.4
1998,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,22.2
1999,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,19.5
2000,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,19.5
2001,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,18.7
2002,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,17.9
2003,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,15.9
2004,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,16.4
2005,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,14.7
2006,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,12.7
2007,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,16.6
2008,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,16.7
2009,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,16.0
2010,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,15.7
2011,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,13.7
2012,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,13.5
2013,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,14.2
2014,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,15.9
2015,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,14.5
2016,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,13.7
2017,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,13.3
2018,Male: Hispanic or Latino: All races: 65 years and over,65 years and over,15.0
1985,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.7
1986,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.9
1987,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.3
1988,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.5
1989,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.5
1990,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.3
1991,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.3
1992,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.0
1993,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.4
1994,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.9
1995,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.0
1996,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.8
1997,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.9
1998,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.6
1999,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.4
2000,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.3
2001,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.3
2002,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.4
2003,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.3
2004,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.0
2005,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.0
2006,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.5
2007,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.7
2008,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,3.9
2009,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.1
2010,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.4
2011,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,4.8
2012,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,5.1
2013,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,5.4
2014,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,5.4
2015,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,6.1
2016,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,6.1
2017,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,6.4
2018,Female: Not Hispanic or Latino: White: 15-24 years,15-24 years,6.6
1985,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.7
1986,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.2
1987,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.4
1988,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.0
1989,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.8
1990,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.0
1991,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.6
1992,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.6
1993,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.6
1994,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.8
1995,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.6
1996,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.7
1997,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.1
1998,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.2
1999,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.8
2000,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.7
2001,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,6.9
2002,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.5
2003,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.3
2004,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.6
2005,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.5
2006,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,7.9
2007,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,8.1
2008,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,8.4
2009,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,8.3
2010,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,8.6
2011,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,9.1
2012,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,9.2
2013,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,9.3
2014,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,9.8
2015,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,10.3
2016,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,10.3
2017,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,10.4
2018,Female: Not Hispanic or Latino: White: 25-44 years,25-44 years,10.3
1985,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,9.2
1986,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,9.9
1987,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,9.1
1988,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,8.5
1989,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,8.2
1990,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,8.0
1991,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,8.0
1992,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,7.8
1993,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,7.6
1994,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,7.3
1995,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,6.9
1996,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,7.2
1997,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,7.5
1998,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,7.3
1999,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,7.0
2000,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,7.3
2001,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,7.8
2002,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,8.0
2003,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,8.3
2004,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,9.1
2005,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,8.7
2006,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,9.5
2007,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,10.0
2008,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,10.1
2009,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,10.5
2010,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,10.7
2011,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,11.1
2012,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,11.6
2013,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,12.0
2014,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,12.6
2015,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,13.1
2016,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,13.0
2017,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,12.8
2018,Female: Not Hispanic or Latino: White: 45-64 years,45-64 years,12.9
1985,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,7.5
1986,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,8.1
1987,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,7.4
1988,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,7.2
1989,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,6.4
1990,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,7.0
1991,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,6.3
1992,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,6.4
1993,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,6.1
1994,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,5.9
1995,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,5.8
1996,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,5.0
1997,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,5.1
1998,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,5.1
1999,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.7
2000,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.4
2001,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.3
2002,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.5
2003,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.2
2004,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.2
2005,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.4
2006,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.3
2007,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.4
2008,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.6
2009,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.5
2010,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,4.7
2011,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,5.1
2012,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,5.1
2013,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,5.4
2014,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,5.8
2015,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,6.0
2016,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,6.2
2017,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,6.1
2018,Female: Not Hispanic or Latino: White: 65 years and over,65 years and over,6.3
1999,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.0
2000,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.3
2001,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,1.3
2002,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,1.7
2003,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.0
2004,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.2
2005,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,1.7
2006,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,1.8
2007,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,1.6
2008,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.6
2009,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.2
2010,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.1
2011,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.4
2012,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.9
2013,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.7
2014,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,2.7
2015,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,3.7
2016,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,4.0
2017,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,4.5
2018,Female: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,4.2
1999,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.5
2000,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.7
2001,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.7
2002,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.5
2003,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.8
2004,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,3.0
2005,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.9
2006,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.1
2007,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.8
2008,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.6
2009,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.8
2010,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.9
2011,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,3.2
2012,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,3.3
2013,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,3.0
2014,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,3.0
2015,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,2.9
2016,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,3.8
2017,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,4.3
2018,Female: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,4.6
1999,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,1.9
2000,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.2
2001,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.6
2002,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.1
2003,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.4
2004,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.1
2005,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.4
2006,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,1.9
2007,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.3
2008,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,1.7
2009,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.5
2010,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.2
2011,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.0
2012,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.4
2013,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.7
2014,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.7
2015,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.6
2016,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.3
